Record,Date/Time,10,Tamb(C),Rh(%),Pres(hPa),Tir(¡æ),Rain,Vint(cm),Lqint(mm),CloudBase(km),0.000km,0.050km,0.100km,0.150km,0.200km,0.250km,0.300km,0.350km,0.400km,0.450km,0.500km,0.600km,0.700km,0.800km,0.900km,1.000km,1.100km,1.200km,1.300km,1.400km,1.500km,1.600km,1.700km,1.800km,1.900km,2.000km,2.250km,2.500km,2.750km,3.000km,3.250km,3.500km,3.750km,4.000km,4.250km,4.500km,4.750km,5.000km,5.250km,5.500km,5.750km,6.000km,6.250km,6.500km,6.750km,7.000km,7.250km,7.500km,7.750km,8.000km,8.250km,8.500km,8.750km,9.000km,9.250km,9.500km,9.750km,10.000km
1270,2018-08-02 20:33:57,11,28.900,76.600,999.100,8.54,0,6.408,0.098,3.919,28.900,28.514,28.171,27.791,27.457,27.176,26.924,26.655,26.351,26.120,25.785,25.352,24.839,24.431,24.033,23.617,23.074,22.591,22.107,21.699,21.202,20.653,20.077,19.519,19.023,18.259,17.151,15.876,14.578,13.323,11.999,10.799,9.491,8.084,6.673,5.188,3.771,2.446,1.234,-0.085,-1.327,-2.585,-3.948,-5.411,-6.824,-8.194,-9.266,-10.452,-11.662,-12.911,-14.323,-15.831,-17.277,-18.663,-20.228,-21.849,-23.566,-25.317
1271,2018-08-02 20:33:57,12,28.900,76.600,999.100,8.54,0,6.408,0.098,3.919,22.054,22.474,22.314,21.985,21.708,21.414,21.121,20.850,20.600,20.392,20.086,19.638,19.131,18.715,18.315,17.922,17.565,17.191,16.829,16.472,16.074,15.567,15.055,14.559,14.113,13.459,12.527,11.487,10.504,9.596,8.773,8.091,7.382,6.693,6.065,5.523,5.067,4.668,4.286,3.898,3.503,3.120,2.767,2.450,2.161,1.894,1.641,1.401,1.172,0.964,0.780,0.626,0.498,0.391,0.304,0.235,0.183,0.148
1272,2018-08-02 20:33:57,13,28.900,76.600,999.100,8.54,0,6.408,0.098,3.919,76.599,79.720,80.654,81.139,81.606,81.758,81.772,81.934,82.333,82.555,82.849,82.988,83.209,83.294,83.370,83.530,84.436,84.954,85.505,85.683,86.051,86.034,86.051,85.979,85.812,85.618,85.128,84.288,83.400,82.303,81.691,81.225,80.516,79.893,79.340,79.662,80.307,80.868,80.648,80.307,78.687,76.547,74.805,73.582,71.968,69.779,65.511,61.140,56.106,50.788,45.920,41.528,37.047,32.584,28.792,25.472,22.962,21.663
1273,2018-08-02 20:33:57,14,28.900,76.600,999.100,8.54,0,6.408,0.098,3.919,0.006,0.009,0.010,0.012,0.014,0.015,0.017,0.017,0.020,0.020,0.023,0.025,0.028,0.028,0.026,0.023,0.023,0.023,0.023,0.025,0.023,0.023,0.022,0.020,0.018,0.019,0.016,0.017,0.016,0.016,0.015,0.015,0.014,0.015,0.014,0.015,0.015,0.014,0.014,0.014,0.014,0.012,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1274,2018-08-02 20:37:50,11,28.900,76.300,999.300,14.21,0,6.403,0.129,2.655,28.900,28.592,28.264,27.913,27.621,27.338,27.085,26.814,26.552,26.316,26.006,25.552,25.027,24.550,24.119,23.639,23.067,22.508,21.957,21.452,20.868,20.287,19.656,19.031,18.473,17.637,16.397,14.995,13.725,12.434,11.101,9.815,8.482,7.051,5.679,4.228,2.864,1.536,0.290,-1.007,-2.225,-3.446,-4.763,-6.232,-7.704,-9.097,-10.185,-11.434,-12.689,-13.965,-15.327,-16.805,-18.270,-19.766,-21.383,-22.969,-24.579,-26.393
1275,2018-08-02 20:37:50,12,28.900,76.300,999.300,14.21,0,6.403,0.129,2.655,21.968,22.380,22.217,21.889,21.614,21.325,21.040,20.772,20.514,20.301,20.000,19.557,19.045,18.620,18.220,17.833,17.476,17.096,16.736,16.381,15.991,15.486,14.974,14.477,14.035,13.387,12.464,11.429,10.451,9.551,8.740,8.062,7.356,6.670,6.046,5.509,5.056,4.657,4.276,3.887,3.494,3.115,2.765,2.450,2.163,1.896,1.644,1.403,1.175,0.966,0.782,0.627,0.499,0.392,0.305,0.236,0.184,0.149
1276,2018-08-02 20:37:50,13,28.900,76.300,999.300,14.21,0,6.403,0.129,2.655,76.299,79.050,79.896,80.245,80.519,80.693,80.737,80.912,81.075,81.295,81.482,81.725,81.964,82.317,82.536,83.009,84.044,84.886,85.769,86.435,87.284,87.434,87.722,87.984,88.156,88.369,88.625,88.466,87.441,86.553,86.090,86.144,85.593,85.137,84.422,84.677,85.153,85.825,85.830,85.376,83.590,81.235,79.250,78.135,76.852,74.709,70.320,66.012,60.857,55.278,49.795,44.917,40.258,35.792,31.833,28.149,25.211,23.985
1277,2018-08-02 20:37:50,14,28.900,76.300,999.300,14.21,0,6.403,0.129,2.655,0.007,0.010,0.012,0.014,0.017,0.018,0.020,0.021,0.024,0.025,0.028,0.032,0.035,0.036,0.034,0.030,0.031,0.031,0.030,0.033,0.032,0.031,0.029,0.029,0.025,0.026,0.023,0.024,0.023,0.023,0.022,0.021,0.019,0.021,0.020,0.020,0.020,0.019,0.019,0.018,0.018,0.016,0.013,0.013,0.012,0.011,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1278,2018-08-02 20:41:43,11,28.900,76.100,999.100,17.43,0,6.337,0.200,1.917,28.900,28.385,27.963,27.542,27.166,26.831,26.528,26.211,25.858,25.572,25.185,24.655,24.055,23.548,23.063,22.565,21.971,21.395,20.819,20.361,19.825,19.264,18.650,18.058,17.553,16.813,15.720,14.461,13.279,12.132,10.938,9.788,8.557,7.218,5.894,4.465,3.124,1.831,0.608,-0.703,-1.895,-3.086,-4.408,-5.832,-7.221,-8.570,-9.650,-10.802,-11.964,-13.218,-14.580,-16.000,-17.362,-18.708,-20.196,-21.738,-23.381,-25.087
1279,2018-08-02 20:41:43,12,28.900,76.100,999.100,17.43,0,6.337,0.200,1.917,21.910,22.324,22.160,21.827,21.547,21.258,20.982,20.716,20.452,20.243,19.955,19.530,19.027,18.607,18.216,17.835,17.480,17.093,16.739,16.387,16.009,15.513,15.005,14.512,14.076,13.437,12.519,11.485,10.511,9.615,8.812,8.130,7.423,6.733,6.105,5.560,5.096,4.687,4.296,3.901,3.504,3.122,2.772,2.454,2.163,1.892,1.640,1.400,1.173,0.965,0.780,0.625,0.497,0.391,0.304,0.235,0.184,0.149
1280,2018-08-02 20:41:43,13,28.900,76.100,999.100,17.43,0,6.337,0.200,1.917,76.100,79.751,81.016,81.668,82.313,82.727,83.036,83.444,84.017,84.498,85.121,85.831,86.505,87.061,87.622,88.265,89.515,90.489,91.622,92.121,92.863,92.997,93.268,93.423,93.386,93.183,92.731,91.842,90.390,88.788,87.693,87.015,85.950,85.016,84.052,84.125,84.337,84.657,84.380,83.884,81.899,79.378,77.439,76.004,74.146,71.694,67.356,62.751,57.479,52.075,46.863,42.027,37.228,32.705,28.715,25.234,22.725,21.377
1281,2018-08-02 20:41:43,14,28.900,76.100,999.100,17.43,0,6.337,0.200,1.917,0.008,0.013,0.016,0.019,0.022,0.023,0.026,0.027,0.031,0.032,0.036,0.041,0.047,0.048,0.046,0.042,0.043,0.043,0.043,0.045,0.045,0.045,0.041,0.043,0.038,0.039,0.036,0.037,0.035,0.036,0.035,0.031,0.030,0.030,0.030,0.030,0.029,0.027,0.027,0.025,0.025,0.021,0.017,0.017,0.015,0.012,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1282,2018-08-02 20:45:36,11,28.900,76.300,999.200,16.06,0,6.494,0.142,2.002,28.900,28.396,27.975,27.554,27.191,26.851,26.555,26.235,25.891,25.592,25.189,24.624,23.986,23.437,22.910,22.349,21.681,21.039,20.395,19.870,19.275,18.680,18.023,17.391,16.848,16.071,14.931,13.632,12.460,11.332,10.180,9.039,7.811,6.464,5.156,3.752,2.443,1.159,-0.081,-1.408,-2.633,-3.835,-5.155,-6.609,-8.047,-9.424,-10.528,-11.713,-12.901,-14.156,-15.488,-16.906,-18.282,-19.652,-21.094,-22.597,-24.172,-25.862
1283,2018-08-02 20:45:36,12,28.900,76.300,999.200,16.06,0,6.494,0.142,2.002,21.968,22.401,22.237,21.900,21.618,21.325,21.042,20.774,20.516,20.314,20.031,19.612,19.122,18.717,18.330,17.952,17.606,17.231,16.879,16.533,16.156,15.660,15.154,14.663,14.225,13.578,12.652,11.611,10.627,9.722,8.910,8.227,7.516,6.819,6.182,5.630,5.159,4.745,4.351,3.951,3.548,3.158,2.801,2.475,2.179,1.904,1.648,1.407,1.178,0.968,0.783,0.627,0.498,0.391,0.304,0.235,0.184,0.149
1284,2018-08-02 20:45:36,13,28.900,76.300,999.200,16.06,0,6.494,0.142,2.002,76.299,79.975,81.245,81.888,82.468,82.897,83.149,83.563,84.126,84.701,85.427,86.340,87.276,88.130,88.944,89.952,91.677,93.119,94.697,95.649,96.787,97.165,97.764,98.226,98.439,98.461,98.316,97.704,96.152,94.379,93.021,92.365,91.315,90.439,89.353,89.330,89.405,89.736,89.608,89.251,87.365,84.700,82.581,81.127,79.394,76.903,72.360,67.592,62.031,56.235,50.505,45.285,40.215,35.362,30.962,27.148,24.334,22.884
1285,2018-08-02 20:45:36,14,28.900,76.300,999.200,16.06,0,6.494,0.142,2.002,0.007,0.010,0.013,0.015,0.018,0.018,0.021,0.022,0.025,0.026,0.029,0.033,0.037,0.038,0.035,0.032,0.032,0.032,0.032,0.034,0.033,0.033,0.030,0.031,0.027,0.028,0.025,0.025,0.024,0.025,0.024,0.022,0.021,0.022,0.021,0.021,0.021,0.020,0.020,0.019,0.019,0.016,0.014,0.014,0.013,0.011,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1286,2018-08-02 20:49:29,11,28.900,76.200,999.300,16.7,0,6.542,0.251,2.524,28.900,28.646,28.347,28.018,27.729,27.463,27.204,26.946,26.690,26.502,26.254,25.885,25.456,25.068,24.725,24.371,23.958,23.528,23.105,22.719,22.249,21.744,21.189,20.627,20.123,19.355,18.180,16.823,15.517,14.180,12.756,11.406,10.017,8.595,7.204,5.693,4.243,2.903,1.682,0.419,-0.721,-1.878,-3.190,-4.583,-5.966,-7.286,-8.331,-9.506,-10.712,-11.974,-13.399,-14.890,-16.354,-17.832,-19.571,-21.225,-22.951,-24.856
1287,2018-08-02 20:49:29,12,28.900,76.200,999.300,16.7,0,6.542,0.251,2.524,21.939,22.371,22.198,21.852,21.565,21.274,21.008,20.743,20.469,20.265,20.001,19.606,19.119,18.707,18.329,17.962,17.622,17.233,16.892,16.552,16.197,15.708,15.202,14.712,14.283,13.647,12.728,11.686,10.702,9.806,9.014,8.335,7.621,6.920,6.276,5.715,5.237,4.814,4.409,3.999,3.588,3.195,2.833,2.505,2.200,1.919,1.659,1.416,1.187,0.974,0.786,0.628,0.498,0.392,0.305,0.237,0.185,0.150
1288,2018-08-02 20:49:29,13,28.900,76.200,999.300,16.7,0,6.542,0.251,2.524,76.201,78.784,79.464,79.651,79.862,79.949,80.084,80.212,80.281,80.313,80.370,80.420,80.326,80.325,80.236,80.216,80.556,80.725,81.059,81.196,81.627,81.496,81.446,81.434,81.417,81.375,81.347,80.987,80.253,79.780,80.065,80.547,80.386,79.930,79.308,79.729,80.424,80.875,80.457,79.559,77.244,74.579,72.560,70.866,68.805,66.094,61.747,57.562,52.837,47.770,43.033,38.649,34.452,30.517,27.350,24.372,22.022,21.093
1289,2018-08-02 20:49:29,14,28.900,76.200,999.300,16.7,0,6.542,0.251,2.524,0.010,0.015,0.019,0.022,0.026,0.027,0.030,0.032,0.036,0.039,0.042,0.048,0.057,0.058,0.056,0.053,0.054,0.054,0.054,0.057,0.058,0.059,0.054,0.057,0.052,0.052,0.049,0.050,0.050,0.051,0.049,0.042,0.043,0.041,0.042,0.042,0.038,0.036,0.036,0.034,0.032,0.027,0.022,0.021,0.019,0.013,0.009,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1290,2018-08-02 20:53:23,11,28.900,76.500,999.200,18.62,0,5.782,1.879,1.678,28.900,28.528,28.133,27.809,27.507,27.136,26.654,26.147,25.662,25.593,25.473,24.840,24.256,23.610,22.974,22.213,21.964,21.350,20.650,20.088,19.608,19.239,18.450,17.627,17.025,16.449,15.304,13.907,13.038,11.951,10.814,9.161,7.656,6.562,5.491,3.821,2.233,0.838,-0.509,-1.853,-2.457,-3.199,-4.089,-5.482,-6.782,-8.346,-9.204,-10.095,-11.145,-12.700,-14.157,-15.310,-16.696,-18.110,-19.749,-20.816,-22.157,-24.355
1291,2018-08-02 20:53:23,12,28.900,76.500,999.200,18.62,0,5.782,1.879,1.678,22.026,22.189,21.904,21.513,21.230,20.945,20.846,20.677,20.223,19.918,19.748,19.481,18.831,18.224,17.851,17.426,16.995,16.362,16.142,15.753,15.555,15.031,14.485,13.986,13.691,13.222,12.283,11.236,10.343,9.687,9.126,8.492,7.773,7.047,6.384,5.817,5.335,4.892,4.446,3.991,3.556,3.173,2.839,2.525,2.213,1.914,1.644,1.404,1.178,0.961,0.767,0.607,0.482,0.383,0.302,0.236,0.186,0.150
1292,2018-08-02 20:53:23,13,28.900,76.500,999.200,18.62,0,5.782,1.879,1.678,76.501,78.647,79.338,79.318,79.589,80.144,81.923,83.584,83.989,83.045,82.890,84.729,84.643,84.969,86.300,88.005,87.063,86.846,89.228,89.982,91.385,90.242,91.110,92.376,93.745,93.718,93.304,92.961,90.284,90.468,91.536,94.597,95.394,92.863,90.256,91.882,93.779,94.572,94.333,93.012,86.476,81.317,77.530,76.226,73.460,71.332,65.326,59.630,54.198,49.854,44.555,38.605,34.259,30.489,27.479,23.547,20.691,20.191
1293,2018-08-02 20:53:23,14,28.900,76.500,999.200,18.62,0,5.782,1.879,1.678,0.130,0.184,0.221,0.242,0.256,0.262,0.271,0.277,0.284,0.292,0.296,0.308,0.321,0.324,0.324,0.323,0.329,0.331,0.335,0.345,0.354,0.355,0.356,0.357,0.354,0.356,0.351,0.354,0.351,0.356,0.353,0.353,0.355,0.355,0.353,0.354,0.347,0.338,0.329,0.320,0.300,0.258,0.203,0.164,0.112,0.034,0.017,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1294,2018-08-02 20:57:16,11,28.800,77.600,999.300,25.05,1,3.712,8.067,1.253,28.800,29.037,28.928,28.767,28.657,28.464,28.094,27.683,27.354,27.519,27.678,27.367,27.035,26.606,26.220,25.674,25.658,25.264,24.860,24.459,24.040,23.705,23.037,22.296,21.625,20.894,19.587,18.046,16.987,15.494,13.809,11.692,9.817,8.599,7.324,5.293,3.379,1.884,0.561,-0.805,-1.129,-1.742,-2.501,-4.026,-5.337,-7.021,-7.681,-8.688,-9.944,-11.657,-13.213,-14.457,-16.238,-18.018,-20.198,-21.252,-22.612,-25.282
1295,2018-08-02 20:57:16,12,28.800,77.600,999.300,25.05,1,3.712,8.067,1.253,22.221,22.079,21.743,21.336,21.097,20.771,20.903,20.976,20.411,20.051,20.061,20.106,19.381,18.741,18.519,18.001,17.463,16.600,16.680,16.221,16.230,15.614,15.020,14.533,14.423,14.117,12.884,11.668,10.798,10.413,9.995,9.305,8.518,7.720,6.990,6.384,5.894,5.458,5.001,4.495,3.992,3.558,3.197,2.862,2.514,2.171,1.861,1.588,1.325,1.063,0.824,0.635,0.497,0.394,0.310,0.242,0.193,0.167
1296,2018-08-02 20:57:16,13,28.800,77.600,999.300,25.05,1,3.712,8.067,1.253,77.601,76.114,75.402,74.645,74.255,73.880,75.874,77.876,77.166,75.118,74.499,75.957,74.576,73.849,74.557,74.713,72.543,70.496,72.463,72.079,73.848,72.411,72.355,73.045,75.347,76.938,75.787,75.169,74.102,78.196,83.192,88.318,90.999,89.151,87.654,91.434,95.887,98.237,98.527,97.354,88.438,82.258,77.991,77.812,75.122,73.331,66.012,60.708,55.670,50.888,44.438,37.768,34.062,31.146,29.298,24.954,22.337,24.277
1297,2018-08-02 20:57:16,14,28.800,77.600,999.300,25.05,1,3.712,8.067,1.253,0.133,0.189,0.225,0.247,0.260,0.267,0.276,0.281,0.288,0.296,0.299,0.311,0.324,0.327,0.327,0.326,0.332,0.333,0.338,0.347,0.356,0.358,0.358,0.359,0.356,0.358,0.353,0.356,0.353,0.358,0.355,0.355,0.357,0.357,0.354,0.355,0.349,0.340,0.332,0.323,0.302,0.261,0.206,0.167,0.113,0.035,0.017,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1298,2018-08-02 21:01:09,11,28.200,81.100,999.200,21.87,0,7.573,1.286,1.531,28.200,28.199,28.009,27.825,27.665,27.443,27.129,26.829,26.596,26.565,26.477,26.086,25.689,25.205,24.807,24.327,24.074,23.591,23.074,22.559,22.006,21.565,20.848,20.118,19.493,18.702,17.242,15.599,14.460,13.045,11.499,9.720,8.185,6.805,5.582,3.976,2.405,0.994,-0.244,-1.436,-2.270,-3.180,-4.292,-5.756,-7.153,-8.602,-9.543,-10.743,-11.990,-13.445,-14.929,-16.287,-17.839,-19.500,-21.476,-22.889,-24.414,-26.698
1299,2018-08-02 21:01:09,12,28.200,81.100,999.200,21.87,0,7.573,1.286,1.531,22.474,22.763,22.492,22.086,21.794,21.505,21.378,21.197,20.780,20.518,20.383,20.142,19.570,19.031,18.672,18.267,17.895,17.346,17.130,16.770,16.573,16.057,15.525,15.032,14.709,14.186,13.217,12.132,11.158,10.417,9.785,9.131,8.364,7.578,6.856,6.245,5.736,5.228,4.801,4.351,3.881,3.452,3.073,2.721,2.381,2.059,1.769,1.506,1.257,1.020,0.808,0.635,0.500,0.395,0.311,0.244,0.193,0.155
1300,2018-08-02 21:01:09,13,28.200,81.100,999.200,21.87,0,7.573,1.286,1.531,81.102,82.150,82.024,81.361,80.995,80.902,81.832,82.498,81.926,81.032,80.896,81.698,81.154,81.091,81.358,81.779,81.268,80.966,82.344,83.025,84.695,84.174,84.836,85.712,86.997,87.907,89.329,90.524,89.239,90.886,94.002,98.150,99.195,98.288,96.348,97.620,99.652,100.000,100.000,98.464,93.126,88.351,85.149,83.815,81.238,78.217,72.102,67.221,61.730,56.022,49.873,43.637,38.941,35.282,32.728,28.925,26.094,25.657
1301,2018-08-02 21:01:09,14,28.200,81.100,999.200,21.87,0,7.573,1.286,1.531,0.078,0.115,0.139,0.156,0.170,0.177,0.186,0.193,0.203,0.208,0.217,0.232,0.253,0.257,0.258,0.261,0.262,0.269,0.278,0.291,0.299,0.305,0.301,0.304,0.301,0.302,0.302,0.304,0.308,0.309,0.312,0.306,0.311,0.311,0.314,0.310,0.303,0.294,0.275,0.260,0.242,0.198,0.155,0.120,0.090,0.031,0.015,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1302,2018-08-02 21:05:01,11,28.200,81.400,999.000,23.06,0,6.130,5.356,1.272,28.200,28.247,28.065,27.863,27.724,27.489,27.094,26.635,26.256,26.386,26.488,26.052,25.621,25.115,24.635,23.981,23.892,23.429,22.915,22.446,21.986,21.636,20.901,20.100,19.408,18.711,17.419,15.919,14.953,13.618,12.128,10.185,8.436,7.284,6.117,4.212,2.404,0.990,-0.281,-1.649,-2.050,-2.690,-3.446,-4.940,-6.243,-7.909,-8.614,-9.589,-10.789,-12.416,-13.903,-15.094,-16.782,-18.424,-20.379,-21.335,-22.617,-25.156
1303,2018-08-02 21:05:01,12,28.200,81.400,999.000,23.06,0,6.130,5.356,1.272,22.556,22.452,22.102,21.682,21.429,21.103,21.192,21.221,20.663,20.298,20.280,20.268,19.540,18.879,18.614,18.084,17.557,16.723,16.747,16.281,16.261,15.653,15.067,14.576,14.445,14.118,12.938,11.753,10.884,10.477,10.041,9.360,8.566,7.753,7.010,6.393,5.755,5.227,4.789,4.353,3.979,3.539,3.175,2.839,2.493,2.151,1.842,1.566,1.304,1.046,0.813,0.628,0.494,0.392,0.310,0.242,0.193,0.162
1304,2018-08-02 21:05:01,13,28.200,81.400,999.000,23.06,0,6.130,5.356,1.272,81.399,80.817,80.355,79.706,79.382,79.189,81.278,83.483,83.021,80.966,80.436,82.363,81.338,80.848,81.896,82.561,80.559,78.777,81.239,81.127,83.198,81.718,82.083,83.197,85.862,87.436,86.522,86.013,84.460,88.233,92.745,97.692,99.963,97.466,95.099,98.371,100.000,100.000,100.000,100.000,94.005,87.494,82.818,82.418,79.555,77.595,70.004,64.061,58.373,53.039,46.275,39.281,35.372,32.033,29.745,25.130,22.347,23.421
1305,2018-08-02 21:05:01,14,28.200,81.400,999.000,23.06,0,6.130,5.356,1.272,0.133,0.189,0.225,0.247,0.260,0.267,0.276,0.281,0.288,0.296,0.299,0.311,0.324,0.327,0.327,0.326,0.332,0.333,0.338,0.347,0.356,0.358,0.358,0.359,0.356,0.358,0.353,0.356,0.353,0.358,0.355,0.355,0.357,0.357,0.354,0.355,0.349,0.340,0.332,0.323,0.302,0.261,0.206,0.167,0.113,0.035,0.017,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1306,2018-08-02 21:08:54,11,27.500,85.500,999.200,27.4,1,36.328,22.246,0.297,27.500,27.933,27.925,27.815,27.810,27.673,27.382,27.003,26.771,26.981,27.193,26.905,26.610,26.225,25.876,25.357,25.326,24.975,24.584,24.160,23.715,23.370,22.704,21.946,21.236,20.446,19.036,17.421,16.297,14.778,13.061,10.972,9.061,7.796,6.553,4.589,2.690,1.296,0.080,-1.284,-1.705,-2.344,-3.086,-4.576,-5.884,-7.540,-8.251,-9.346,-10.663,-12.240,-13.717,-15.011,-16.910,-18.746,-20.932,-21.938,-23.222,-25.985
1307,2018-08-02 21:08:54,12,27.500,85.500,999.200,27.4,1,36.328,22.246,0.297,22.798,22.677,22.333,21.884,21.618,21.257,21.468,21.605,20.983,20.614,20.710,20.859,20.088,19.409,19.175,18.615,18.036,17.106,17.258,16.821,16.925,16.331,15.752,15.284,15.221,14.937,13.659,12.342,11.397,10.922,10.489,9.730,8.883,8.028,7.243,6.584,5.868,5.338,4.910,4.466,4.094,3.637,3.257,2.904,2.544,2.194,1.888,1.621,1.360,1.092,0.843,0.643,0.499,0.393,0.309,0.242,0.194,0.167
1308,2018-08-02 21:08:54,13,27.500,85.500,999.200,27.4,1,36.328,22.246,0.297,85.500,83.044,81.819,80.661,79.702,78.963,81.035,83.281,81.929,79.556,78.995,80.843,79.139,78.118,78.692,78.643,76.331,73.834,76.151,76.022,78.444,77.190,77.337,78.380,81.326,83.554,82.990,82.530,81.525,85.669,91.427,96.628,99.590,97.632,95.497,98.800,100.000,100.000,100.000,100.000,94.424,87.737,82.797,82.134,79.095,77.023,69.852,65.093,60.333,54.657,47.313,39.970,36.108,32.979,31.055,26.447,23.661,25.828
1309,2018-08-02 21:08:54,14,27.500,85.500,999.200,27.4,1,36.328,22.246,0.297,0.133,0.189,0.225,0.247,0.260,0.267,0.276,0.281,0.288,0.296,0.299,0.311,0.324,0.327,0.327,0.326,0.332,0.333,0.338,0.347,0.356,0.358,0.358,0.359,0.356,0.358,0.353,0.356,0.353,0.358,0.355,0.355,0.357,0.357,0.354,0.355,0.349,0.340,0.332,0.323,0.302,0.261,0.206,0.167,0.113,0.035,0.017,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1310,2018-08-02 21:12:48,11,26.500,90.500,999.100,25.65,1,9.992,3.634,0.339,26.500,26.674,26.578,26.436,26.412,26.232,25.943,25.570,25.354,25.471,25.558,25.136,24.742,24.281,23.869,23.297,23.136,22.720,22.215,21.688,21.163,20.767,20.039,19.238,18.533,17.748,16.305,14.698,13.616,12.260,10.769,8.975,7.318,6.055,4.903,3.210,1.535,0.228,-0.931,-2.213,-2.888,-3.670,-4.549,-5.975,-7.320,-8.877,-9.735,-10.866,-12.135,-13.565,-14.975,-16.282,-18.001,-19.698,-21.635,-22.715,-24.004,-26.558
1311,2018-08-02 21:12:48,12,26.500,90.500,999.100,25.65,1,9.992,3.634,0.339,22.832,22.805,22.447,22.006,21.734,21.404,21.463,21.457,20.903,20.547,20.530,20.496,19.789,19.133,18.845,18.325,17.835,17.054,17.048,16.601,16.579,16.003,15.446,14.967,14.824,14.485,13.357,12.183,11.277,10.803,9.942,8.871,7.972,7.341,6.804,6.077,5.425,4.960,4.577,4.184,3.989,3.582,3.204,2.858,2.507,2.163,1.849,1.571,1.305,1.046,0.813,0.628,0.494,0.391,0.309,0.243,0.193,0.161
1312,2018-08-02 21:12:48,13,26.500,90.500,999.100,25.65,1,9.992,3.634,0.339,90.500,89.521,88.589,87.534,86.567,86.111,87.751,89.574,88.324,86.252,85.765,87.673,86.544,85.881,86.583,86.977,85.432,83.656,86.086,86.407,88.954,87.860,88.478,89.861,92.784,94.989,95.501,96.023,94.985,98.967,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,94.936,90.428,89.445,86.587,83.857,76.469,70.781,64.795,58.016,50.371,43.200,38.978,35.497,32.954,28.377,25.181,26.173
1313,2018-08-02 21:12:48,14,26.500,90.500,999.100,25.65,1,9.992,3.634,0.339,0.137,0.192,0.229,0.250,0.263,0.269,0.278,0.283,0.290,0.297,0.301,0.312,0.325,0.327,0.327,0.326,0.332,0.333,0.338,0.347,0.356,0.357,0.358,0.359,0.355,0.358,0.353,0.356,0.352,0.357,0.354,0.354,0.356,0.356,0.354,0.354,0.348,0.339,0.331,0.322,0.301,0.259,0.204,0.166,0.112,0.035,0.017,0.007,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1314,2018-08-02 21:16:41,11,26.500,92.000,999.100,22.96,1,10.113,2.207,1.488,26.500,26.852,26.818,26.706,26.715,26.590,26.373,26.128,26.046,26.137,26.194,25.910,25.628,25.280,25.022,24.684,24.539,24.205,23.823,23.386,22.902,22.484,21.869,21.175,20.523,19.701,18.239,16.572,15.302,13.830,12.184,10.400,8.767,7.356,6.109,4.506,2.878,1.541,0.376,-0.803,-1.644,-2.532,-3.653,-5.055,-6.413,-7.806,-8.789,-10.057,-11.351,-12.691,-14.134,-15.634,-17.344,-19.097,-21.129,-22.527,-24.018,-26.513
1315,2018-08-02 21:16:41,12,26.500,92.000,999.100,22.96,1,10.113,2.207,1.488,23.211,23.343,22.998,22.542,22.242,21.918,21.896,21.806,21.285,20.958,20.905,20.785,20.118,19.486,19.150,18.669,18.233,17.548,17.449,17.037,16.956,16.410,15.870,15.386,15.171,14.758,13.700,12.547,11.583,10.972,10.406,9.704,8.753,7.992,7.217,6.558,5.943,5.428,5.011,4.547,4.033,3.576,3.186,2.829,2.477,2.136,1.826,1.550,1.288,1.035,0.810,0.629,0.495,0.391,0.309,0.244,0.193,0.158
1316,2018-08-02 21:16:41,13,26.500,92.000,999.100,22.96,1,10.113,2.207,1.488,92.001,90.733,89.563,88.335,87.114,86.442,87.405,88.238,86.524,84.765,84.285,85.135,83.714,82.681,82.441,81.912,80.657,79.103,80.380,80.456,82.315,81.595,81.748,82.499,84.484,86.227,87.257,88.281,88.001,91.202,95.776,99.914,100.000,100.000,97.956,98.953,100.000,100.000,100.000,98.456,92.603,87.407,84.323,82.812,80.031,76.458,70.344,65.644,60.185,53.607,46.948,41.078,37.021,33.772,31.574,28.042,25.212,25.570
